Sentence		Source
Հարցը լուծված էր.		ՊԱՅՔԱՐ 1898
Սանթրոսյանն եկել էր առավոտյան:		ՊԱՅՔԱՐ 1898
Հեղինեն նայեց նրան խորամանկ ժպիտով:		ՊԱՅՔԱՐ 1898
- Եկեք մի բան ասեմ, Բադամյան, չնեղանաք:		ՊԱՅՔԱՐ 1898
- Դուք վախենում եք:		ՊԱՅՔԱՐ 1898
- Ես ի՞նչ գիտեմ,- բացականչեց Հեղինեն և այս անգամ ծիծաղեց նույնիսկ վիրավորական կերպով:		ՊԱՅՔԱՐ 1898
Խնդրեմ, խնդրեմ, մի փորձեք հակաճառել.		ՊԱՅՔԱՐ 1898
ես գիտեմ, ինչ որ ասում եմ…		ՊԱՅՔԱՐ 1898
Բայց զարմանալի երևույթ.		ՊԱՅՔԱՐ 1898
Ինչո՞վ կբացատրեք այս:		ՊԱՅՔԱՐ 1898
- Որովհետև այդպիսի կանայք սովորաբար պոռնկական բնավորություն են ունենում,- լսվեց նրա հետևից:		ՊԱՅՔԱՐ 1898
Հեղինեն, որ կարծես բոլորովին մոռացել էր Նասիբյանի ներկայությունը, ուսի վրայից նայեց նրան և ոչինչ չասաց:		ՊԱՅՔԱՐ 1898
Ճաշի պարագաները հավաքելուց հետո, Սալոմեն նստեց իր առաջվա տեղը, հեշտաեռի մոտ:		ՊԱՅՔԱՐ 1898
Նա դարձավ քրոջը և ինչ-որ անախորժ ձայներ արձակեց:		ՊԱՅՔԱՐ 1898
Հեղինեն հասկացավ նրան և պատասխանեց վանկ-վանկ, աշխատելով որոշ արտահայտություն տալ շրթունքների շարժմանը.		ՊԱՅՔԱՐ 1898
- Ու-շա-ցա, ո-րով-հե-տև ճա-նա-պար-հին բըռ-նե-ցին տա-րան ու-րիշ ծը-նընդ-կա-նի մոտ:		ՊԱՅՔԱՐ 1898
- Սո՛ւտ ես ասում,- հանկարծ աղաղակեց Նասիբյանը և կանգ առավ դողալով:		ՊԱՅՔԱՐ 1898
Հեղինեն աթոռի վրա դարձավ դեպի նա:		ՊԱՅՔԱՐ 1898
- Պարոն, ես քեզ խորհուրդ եմ տալիս խելոք կաց,- ասաց նա սպառնալից հանգստությամբ:		ՊԱՅՔԱՐ 1898
- Այսքան ժամանակ համբերեցի, բայց էլ մտադիր չեմ համբերելու.		ՊԱՅՔԱՐ 1898
մեկ էլ տեսար ծառային կանչեցի և վզակոթիդ տալով փողոց շպրտել տվի:		ՊԱՅՔԱՐ 1898
դեռ խոսում է՞լ ես…		ՊԱՅՔԱՐ 1898
Հեղինեն վեր թռավ տեղից և վերցրեց թեյի դատարկ բաժակներից մեկը:		ՊԱՅՔԱՐ 1898
- Չմոտենաս, թե չէ` տեսնո՞ւմ ես այս բաժակը…		ՊԱՅՔԱՐ 1898
ճակատիդ վրա կփշրեմ:		ՊԱՅՔԱՐ 1898
Նա վեր կացավ, գրկեց նասիբյանի պստիկ մարմինը և հեռացրեց:		ՊԱՅՔԱՐ 1898
Բայց Նասիբյանն այդ բանից ավելի փրփրեց:		ՊԱՅՔԱՐ 1898
- Թո՜ղ, մի՛ բռնիր,- աղաղակեց նա, անզուսպ կատաղությամբ խփելով Բադամյանի կրծքին:		ՊԱՅՔԱՐ 1898
Բադամյանը թողեց նրան, բայց ձեռքերով կապեց նրա ճանապարհը:		ՊԱՅՔԱՐ 1898
Այն ժամանակ Բադամյանի ուսի վրայից դառնալով դեպի Հեղինեն, Նասիբյանը շարունակեց աղաղակել.		ՊԱՅՔԱՐ 1898
Կարծում ես, ես այդ չգիտե՞մ…		ՊԱՅՔԱՐ 1898
Ես ամեն բան գիտեմ, և ինձ չես կարող խաբել…		ՊԱՅՔԱՐ 1898
Լսո՞ւմ ես, չես կարող…		ՊԱՅՔԱՐ 1898
- Խե՜ղճ իմ գլուխ:		ՊԱՅՔԱՐ 1898
Հապա ի՞նչ անեմ, որ չխաբեմ, ոտներս դողում են քեզնից,- ասաց Հեղինեն ծիծաղելով:		ՊԱՅՔԱՐ 1898
- Ծաղրում էլ ես, հա՞…		ՊԱՅՔԱՐ 1898
Ծիծաղում էլ ես, հա՞…		ՊԱՅՔԱՐ 1898
կմորթեմ,- ճչաց Նասիբյանը:		ՊԱՅՔԱՐ 1898
- Թե աստվա՜ծդ կսիրես,- ասաց Հեղինեն ավելի բարձրաձայն ծիծաղելով:		ՊԱՅՔԱՐ 1898
- Ա՛յ քոսոտ, հավ որ մորթես, այն էլ մեծ քաջություն կլինի քո կողմից…		ՊԱՅՔԱՐ 1898
Բադամյան, ի՞նչ եք բռնել:		ՊԱՅՔԱՐ 1898
Թողեք, ի սեր աստծո, կկարծի թե իսկապես մի բան է, որ ձեռները բռնում են:		ՊԱՅՔԱՐ 1898
Բադամյանն ազատ թողեց Նասիբյանին:		ՊԱՅՔԱՐ 1898
Նասիբյանը կատվի պես հավաքեց իրեն, ըստ երևույթին պատրաստվելով հանկարծ ոստնել դեպի Հեղինեն:		ՊԱՅՔԱՐ 1898
Հեղինեն նորից վերցրեց թեյի դատարկ բաժակը:		ՊԱՅՔԱՐ 1898
- Համարձակվիր մոտենալ, համարձակվիր,- սպառնաց նա հաստատուն ձայնով:		ՊԱՅՔԱՐ 1898
քաջ ես, մոտեցիր:		ՊԱՅՔԱՐ 1898
Հեղինեի մարտակոչն այն աստիճան ազդու էր, որ Նասիբյանը տեղից շարժվել չկարողացավ:		ՊԱՅՔԱՐ 1898
- Ես հիմա ոչի՛նչ չեմ անիլ…		ՊԱՅՔԱՐ 1898
ոչինչ չեմ կարող անել, դժբախտաբար,- ասաց, վերջապես, Նասիբյանը ծանր շնչելով:		ՊԱՅՔԱՐ 1898
- Թե աստվածդ կսիրես,- ծաղրեց Հեղինեն:		ՊԱՅՔԱՐ 1898
- Բայց ուրիշ անգամ…		ՊԱՅՔԱՐ 1898
- Եթե դու կհամարձակվես դարձյալ ոտ դնել այստեղ, ոտդ կփշրեմ:		ՊԱՅՔԱՐ 1898
- Բայց այժմ գիտե՞ս ինչ կասեմ քեզ:		ՊԱՅՔԱՐ 1898
Ես կասեմ, որ դու…		ՊԱՅՔԱՐ 1898
ծախո՛ւ արարած ես:		ՊԱՅՔԱՐ 1898
Դա թեյի բաժակն էր, որ Հեղինեն ձեռքի կատաղի թափով շպրտեց նրա հետևից:		ՊԱՅՔԱՐ 1898
Նասիբյանը չքացավ սենյակից:		ՊԱՅՔԱՐ 1898
Տեսարանն այնքան տգեղ էր, որ Բադամյանն ակամա դարձրեց երեսը, որպեսզի չնայի Հեղինեին:		ՊԱՅՔԱՐ 1898
Հեղինեն կանգնած էր սեղանի մոտ և, գունատ, ամբողջ մարմնով դողում էր կատաղությունից:		ՊԱՅՔԱՐ 1898
Բաժակը շպրտելիս պենսնեն ընկել էր նրա քթից և ղայթանի վրա կախ ընկել նրա կրծքին:		ՊԱՅՔԱՐ 1898
- Ա՛խ, թե մի կդիպչեր…		ՊԱՅՔԱՐ 1898
ա՛խ, թե մի կդիպչեր,- ասում էր նա գոհացում չտեսած վրիժառության անզորությամբ:		ՊԱՅՔԱՐ 1898
Ինչպե՜ս է համարձակվում…		ՊԱՅՔԱՐ 1898
Այսպիսի բան տեսնված կա՞ աշխարհիս երեսին…		ՊԱՅՔԱՐ 1898
Եվ այս բանն ես ստիպված եմ տանել ամե՜ն օր, շարունա՜կ…		ՊԱՅՔԱՐ 1898
Սա ի՜նչ դրություն է, սա ի՜նչ դրություն է…		ՊԱՅՔԱՐ 1898
Հեղինեն ոտով դեն հրեց աթոռը, պենսնեն քթին դրեց և խիստ հուզված սկսեց անցուդարձ անել սենյակում:		ՊԱՅՔԱՐ 1898
- Ո՛չ, բավական է,- աղաղակեց նա,- այլևս չեմ կարող դիմանալ:		ՊԱՅՔԱՐ 1898
Մինչև այժմ ես միայն սպառնում էի, բայց չէի կատարում սպառնալիքս, իսկ այժմ…		ՊԱՅՔԱՐ 1898
Ես կգնամ ոստիկանատուն և ապահովություն կպահանջեմ…		ՊԱՅՔԱՐ 1898
Այսպես չի կարելի…		ՊԱՅՔԱՐ 1898
Մարդ հանգստություն չունենա մինչև անգամ իր սեփական տանը…		ՊԱՅՔԱՐ 1898
Սա ի՞նչ դրություն է…		ՊԱՅՔԱՐ 1898
Սա գժվելու բան չէ՞…		ՊԱՅՔԱՐ 1898
- Վիպասան մարդ եք, ահա՛ ձեզ մի տիպ, հայոց ազգի ազատամիտի մի տիպ:		ՊԱՅՔԱՐ 1898
Անաչառ եղեք, դուրս բերեք այդ տիպը:		ՊԱՅՔԱՐ 1898
Ինչո՞ւ չեք դուրս բերում:		ՊԱՅՔԱՐ 1898
Երևի կասեք, որ դա տիպ չէ, որ դա պարոդիա է:		ՊԱՅՔԱՐ 1898
Բայց ո՞ր ազատամիտը մեզանում պարոդիա չէ, ասացեք խնդրեմ, ո՞ր ազատամիտը…		ՊԱՅՔԱՐ 1898
Բադամյանն արմունկները դրեց սեղանի վրա, աչքերը փակեց և ճակատն ու քունքերը սեղմեց մատների մեջ:		ՊԱՅՔԱՐ 1898
Նա սիրտ չուներ խոսելու, հազիվ թե լսում էլ էր Հեղինեի ասածները.		ՊԱՅՔԱՐ 1898
զգում էր միայն, որ նրա ծկլթոցները սաստիկ գրգռում են իր ջղերը:		ՊԱՅՔԱՐ 1898
Այժմ նա բոլորովին հիվանդ էր զգում իրեն, գլուխը սաստիկ ցավում էր.		ՊԱՅՔԱՐ 1898
ճակատը մերթ սառում էր, մերթ վառվում.		ՊԱՅՔԱՐ 1898
անհուն փափագ էր զգում պառկելու և պինդ, սաստիկ պինդ ծալելու ծնկները:		ՊԱՅՔԱՐ 1898
- Դուք լռում եք, հա՞,- շարունակեց Հեղինեն:		ՊԱՅՔԱՐ 1898
- Լռո՞ւմ եք, որովհետև հաշիվներիդ չի գալիս, որ խոսեք, չէ՞:		ՊԱՅՔԱՐ 1898
Դուք ստիպված եք չտեսնելուն տալ այս զազրելի տիպը, որովհետև ձեր կուսակցությանն է պատկանում, չէ՞…		ՊԱՅՔԱՐ 1898
ցեխ կա միայն:		ՊԱՅՔԱՐ 1898
Ձեզ որ փետրահան անենք, տակներիցդ մի-մի մղդսի դուրս կգա:		ՊԱՅՔԱՐ 1898
Բայց ափսոս չէ՞ մղդսին, նա գոնե համբերատար է.		ՊԱՅՔԱՐ 1898
իսկ ձեր հոգու խորքում մի-մի սուլթան կա նստած:		ՊԱՅՔԱՐ 1898
Ձեր այս անտանելի օդում խեղդվել կարելի է…		ՊԱՅՔԱՐ 1898
Բադամյանը վեր կացավ:		ՊԱՅՔԱՐ 1898
- Ներեցեք, ես գնում եմ:		ՊԱՅՔԱՐ 1898
Հեղինեն հանկարծ լռեց և զարմացած նայեց նրան:		ՊԱՅՔԱՐ 1898
Վատ եմ զգում ինձ:		ՊԱՅՔԱՐ 1898
- Թե՞ նեղացաք իմ խոսքերից:		ՊԱՅՔԱՐ 1898
- Որ այդպես է, թող գնա գժատուն, ինչու է ինձ մոտ գալիս:		ՊԱՅՔԱՐ 1898
- Վերջիվերջո կգնա, ապահով եղեք:		ՊԱՅՔԱՐ 1898
Տուն հասնելուն պես Բադամյանը պառկեց:		ՊԱՅՔԱՐ 1898
Մարմնի մեջ սաստիկ ցուրտ էր զգում.		ՊԱՅՔԱՐ 1898
Թիկունքի մեջ ծակոցները սաստկացել էին:		ՊԱՅՔԱՐ 1898
Գիշերն անցկացրեց խիստ անհանգիստ:		ՊԱՅՔԱՐ 1898
Առավոտյան ծառային ուղարկեց ծանոթ բժշկի հետևից:		ՊԱՅՔԱՐ 1898
Սակայն օրվա ընթացքում Բադամյանը նորից դողացրեց և ջերմեց:		ՊԱՅՔԱՐ 1898
Երրորդ օրը նկատեց, որ չոր կերպով հազում է:		ՊԱՅՔԱՐ 1898
Այդ բանը վախեցրեց նրան:		ՊԱՅՔԱՐ 1898
Սակայն այլևս ոչ մի զգուշություն և ոչ մի դեղ չօգնեց:		ՊԱՅՔԱՐ 1898
Թոքերի բորբոքումը գնալով սաստկանում էր.		ՊԱՅՔԱՐ 1898
օր֊օրի վրա բարձրանում էր տաքության աստիճանը.		ՊԱՅՔԱՐ 1898
Իսկ հազը հետզհետե չորանում էր և ուժեղանում:		ՊԱՅՔԱՐ 1898
Հինգերորդ օրվանից գիշերները, երբ տաքության աստիճանը խիստ բարձրանում էր, նա կորցնում էր ուշքը և զառանցում:		ՊԱՅՔԱՐ 1898
Սակայն առավոտները համեմատաբար լավ էր լինում և կարողանում էր մտածել էր իր դրության մասին:		ՊԱՅՔԱՐ 1898
Իսկ այդ դրությունը նրան հանաք բան չէր երևում:		ՊԱՅՔԱՐ 1898
Սակայն Սանթրոսյանի մասին Բադամյանի երևակայությոլնր ոչինչ չէր կարողանում ստեղծել.		ՊԱՅՔԱՐ 1898
տեսնում էր միայն նրա ժոկեի գլխարկը և երկարաճիտ կոշիկները:		ՊԱՅՔԱՐ 1898
Ութերորդ օթը հիվանդի վիճակը բոլորովին վատացավ:		ՊԱՅՔԱՐ 1898
Այդ օրը, երեկոյան դեմ, նրան առաջին անգամ այցելեց Հեղինեն:		ՊԱՅՔԱՐ 1898
- Բադամյան, ի՞նչ է պատահել ձեզ,- հարցրեց նա՝ խոնարհվելով հիվանդի բոլորովին փոխված դեմքի վրա:		ՊԱՅՔԱՐ 1898
- Այս ե՞րբ եք այսպես մրսել:		ՊԱՅՔԱՐ 1898
Անցած շաբաթ օր մեր տանն էիք, այն օրվանի՞ց եք պառկած:		ՊԱՅՔԱՐ 1898
Հեղինեն ավելի խոնարհվեց նրա դեմքի վրա:		ՊԱՅՔԱՐ 1898
Բժիշկ գալի՞ս է:		ՊԱՅՔԱՐ 1898
Հիվանդր գլխով դրական շարժում արավ:		ՊԱՅՔԱՐ 1898
- Ո՞վ է նայում ձեզ:		ՊԱՅՔԱՐ 1898
- Ո՞վ է նայում, ասում եմ, ձեզ:		ՊԱՅՔԱՐ 1898
- Բժիշկն այսօր եկե՞լ է:		ՊԱՅՔԱՐ 1898
Սաստիկ ջերմը մթագնել էր հիվանդի հիշողությունը:		ՊԱՅՔԱՐ 1898
Խոսելիս նրա ձայնը հազիվ էր լսվում:		ՊԱՅՔԱՐ 1898
Հեղինեն անհանգիստ դրության մեջ էր.		ՊԱՅՔԱՐ 1898
չէր իմանում գնա, թե մնա, երբ եկավ բժիշկը:		ՊԱՅՔԱՐ 1898
Նրանք լավ ծանոթ էին իրար:		ՊԱՅՔԱՐ 1898
Հիվանդի վիճակը լուրջ մտառությամբ քննելուց հետո բժիշկը փսփսաց Հեղինեի ականջին:		ՊԱՅՔԱՐ 1898
- Դուք գիտե՞ք, որ դրությունը շատ վտանգավոր է:		ՊԱՅՔԱՐ 1898
- Դա պարզ է,- նկատեց Հեղինեն:		ՊԱՅՔԱՐ 1898
- Այս գիշեր անպատճառ կրիզիս կլինի:		ՊԱՅՔԱՐ 1898
Վատն այն է, որ մարդ չկա մոտը:		ՊԱՅՔԱՐ 1898
Ծառայի խնամքին թողնել անկարելի է:		ՊԱՅՔԱՐ 1898
Դեղերը գրեթե ամենևին չեն գործածվում:		ՊԱՅՔԱՐ 1898
Ես շատ սխալվեցի, որ հենց սկզբից չփոխադրեցի հիվանդանոց:		ՊԱՅՔԱՐ 1898
Այժմ մնում է, որ մի ֆելդշեր կամ գթության մի քույր կանչենք:		ՊԱՅՔԱՐ 1898
- Ի՞նչ եք կարծում, եթե մեր տուն փոխադրենք…		ՊԱՅՔԱՐ 1898
- Ի՜նչ եք ասում…		ՊԱՅՔԱՐ 1898
այս դրության մե՞ջ.		ՊԱՅՔԱՐ 1898
- Իսկ եթե ես մնամ:		ՊԱՅՔԱՐ 1898
Դրանով, իհարկե, մեծ բարություն արած կլինիք:		ՊԱՅՔԱՐ 1898
- Շատ բարի, կմնամ:		ՊԱՅՔԱՐ 1898
Այսօր մի առանձին գործ էլ չունիմ:		ՊԱՅՔԱՐ 1898
Եվ Հեղինեն մնաց:		ՊԱՅՔԱՐ 1898
Բժիշկը նոր էր հեռացել, որ հիվանդի սենյակը մտավ Զաքարը:		ՊԱՅՔԱՐ 1898
Զաքարը նստեց հիվանդի մոտ, փորձեց խոսեցնել նրան, բայց Բադամյանը չճանաչեց ծերունուն:		ՊԱՅՔԱՐ 1898
Հեղինեն խնդրեց Զաքարին, որ հիվանդին չանհանգստացնի, և դուրս տարավ նրան կից սենյակը:		ՊԱՅՔԱՐ 1898
Կից սենյակում նա ծանր ու բարակ նստեց աթոռի վրա և հարցրեց.		ՊԱՅՔԱՐ 1898
- Էս ո՞նց եղավ, որ մեռնում է:		ՊԱՅՔԱՐ 1898
Այդ զառամյալ ծերունին կարծես թե հարցնում էր մի շատ հասարակ բան:		ՊԱՅՔԱՐ 1898
- Ո՞րտեղից հնարեցիք, թե մեռնում է,- նկատեց Հեղինեն դժկամությամբ:		ՊԱՅՔԱՐ 1898
աչքերը լավ չէին,- շշնջաց ծերունին կարծես ինքն իրեն:		ՊԱՅՔԱՐ 1898
- Տերտերին իմաց տվե՞լ եք:		ՊԱՅՔԱՐ 1898
Հեղինեն այս անգամ չկարողացավ զսպել իր զայրույթը:		ՊԱՅՔԱՐ 1898
- Ինչե՜ր եք ասում, չեմ հասկանում,- բացականչեց նա,- եկաք-չեկաք, մեռնելուց և տերտերի մասին եք խոսում…		ՊԱՅՔԱՐ 1898
Զոռո՞վ եք ուզում, ի՛նչ է, որ մեռնի:		ՊԱՅՔԱՐ 1898
Այդ միտքը բոլորովին վրդովեց նրան, և նա ավելացրեց ավելի ևս զայրագին.		ՊԱՅՔԱՐ 1898
- Հենց թեկուզ մեռնելիս էլ լինի, մի՞թե ձեր տերտերը պիտի փրկի:		ՊԱՅՔԱՐ 1898
- Տերտերը չի փրկիլ, որդի, բայց տերտերի տված հաղորդը կփրկի:		ՊԱՅՔԱՐ 1898
որ հաղորդես, է՜, իսկույն ոտի կկանգնի:		ՊԱՅՔԱՐ 1898
- Հաղորդը դեղ խո չի, որդի, որ առողջացնի:		ՊԱՅՔԱՐ 1898
Հաղորդը հոգու համար է, որ սրբի մեղքերից:		ՊԱՅՔԱՐ 1898
Մարմինը չի փրկիլ, բայց հոգին կփրկի:		ՊԱՅՔԱՐ 1898
ի՞նչ հոգի,- բացականչեց Հեղինեն գրգռված ոչ այնքան նրա խոսքերից, որքան նրա հանգիստ, դոգմատիկական տոնից:		ՊԱՅՔԱՐ 1898
- Մարմինն ինքը հոգի է՝ քանի կենդանի է.		ՊԱՅՔԱՐ 1898
իսկ երբ որ մեռնի, հոգի էլ ո՞րտեղից կլինի, որ փրկես…		ՊԱՅՔԱՐ 1898
Զաքարը լսում էր Հեղինեի խոսքերի տարափը վերին աստիճանի ապշած:		ՊԱՅՔԱՐ 1898
- Բաս հոգի չկա, է՞լի,- հարցրեց նա:		ՊԱՅՔԱՐ 1898
- Ու երբ որ հոգի չկա, բաս աստծու ահեղ դատաստան էլ չկա, է՞լի…		ՊԱՅՔԱՐ 1898
- Չկա, բաս կա՞:		ՊԱՅՔԱՐ 1898
- Բաս ավետարանը սուտ է ասում, է՞լի:		ՊԱՅՔԱՐ 1898
Այնուհետև, երբ նորից դուրս եկավ այնտեղից, ծերունին արդեն պատրաստվում էր գնալու:		ՊԱՅՔԱՐ 1898
- Ես ուրիշ բան չեմ ասիլ, որդի,- ասաց Զաքարը:		ՊԱՅՔԱՐ 1898
- Մենակ կասեմ՝ վա՛յ քու հոգուն…		ՊԱՅՔԱՐ 1898
վա՛յ, վա՛յ, հազար վայ…		ՊԱՅՔԱՐ 1898
Դու, որ աղջիկ ես, այդպես ես խոսում, բաս տղերքն ինչպես կլինեն խոսելիս…		ՊԱՅՔԱՐ 1898
Ես զարմանում եմ, որ աշխարհը դեռ դիմանում է, չի կործանվում, ինչպես որ կործանվեց Սոդոմ-Գոմորը…		ՊԱՅՔԱՐ 1898
- Ուրեմն, երևի շատ էլ մեղավոր չենք, որ չի կործանվում,- կծու կերպով նկատեց Հեղինեն:		ՊԱՅՔԱՐ 1898
- Հը՜մ, սպասիր հալա, աստծու համբերությունն էլ վերջ ունի:		ՊԱՅՔԱՐ 1898
Զաքարը հիվանդի բնակարանից դիմեց դեպի Սանթրոսյանների տուն:		ՊԱՅՔԱՐ 1898
Արևը նոր էր մտել և սենյակում դեռևս բավական լույս էր:		ՊԱՅՔԱՐ 1898
Մանեն և սկեսուրը նստած էին ճաշասենյակում:		ՊԱՅՔԱՐ 1898
Մանեն հավաքում էր թեյի պարագաները:		ՊԱՅՔԱՐ 1898
Նրանք գործնական խոսակցության մեջ էին, և նրանց ձայները պարզորոշ լսվում էին ճաշասենյակում:		ՊԱՅՔԱՐ 1898
Սանթրոսյանը հանքային գործին կպած էր ֆանատիկոսի եռանդով:		ՊԱՅՔԱՐ 1898
Վահանի գործադրած այդ տակտը բավական հաշտեցրեց Մանեին եղբոր հետ:		ՊԱՅՔԱՐ 1898
Օսանը հետևեց նրան, իսկ Մանեն մնաց ճաշասենյակում:		ՊԱՅՔԱՐ 1898
Զաքարն երդում-կրակ ընկավ, թե չէր իմանում, որ նա եկել է, թե չէ, որ իմանար…		ՊԱՅՔԱՐ 1898
- Լավ, այդ թողնենք,- շտապեց ընդհատել նրան Սանթրոսյանը:		ՊԱՅՔԱՐ 1898
- Դուք ինձ այս ասացեք՝ ինչպես եք, ինչպես չեք:		ՊԱՅՔԱՐ 1898
Էլի՞ խռով եք ձեր եղբոր որդու հետ:		ՊԱՅՔԱՐ 1898
Ծերունին նոր հիշեց, թե որտեղից էր եկել, և նրա ակներև ուրախությունը հանկարծ փոխվեց տխրության:		ՊԱՅՔԱՐ 1898
Նա գլուխը խոնարհեց կրծքին և խորը հառաչեց.		ՊԱՅՔԱՐ 1898
- Եղբորս որդին մեռնում է,- ասաց նա:		ՊԱՅՔԱՐ 1898
- Քա՛, ի՞նչ ես ասում, Աշո՞տը,- գրեթե ճչաց Օսանը շանթահար:		ՊԱՅՔԱՐ 1898
Նույն վայրկյանին ճաշասենյակից լսվեց ինչ-որ մի չրխկոց, որից հետո հյուրասենյակում տիրեց խորհրդավոր լռություն:		ՊԱՅՔԱՐ 1898
- Բան կոտրվե՞ց,- հարցրեց Զաքարը, գլուխը կամաց բարձրացնելով:		ՊԱՅՔԱՐ 1898
Նրանց հայացքները հանդիպեցին իրար:		ՊԱՅՔԱՐ 1898
- Ի՞նչ պատահեց,- հարցրեց Սանթրոսյանը, իր հանգիստ ձայնով:		ՊԱՅՔԱՐ 1898
Վահանը ետ դարձավ		ՊԱՅՔԱՐ 1898
Բաժակն ընկավ ձեռքից կոտրվեց:		ՊԱՅՔԱՐ 1898
Զաքարը ծանրորեն երերեց գլուխը:		ՊԱՅՔԱՐ 1898
- Վատ նշան է…		ՊԱՅՔԱՐ 1898
շատ վատ նշան է,- արտասանեց նա:		ՊԱՅՔԱՐ 1898
- Սպասիր, պարոն Զաքար, ինչպե՞ս թե մեռնում է,- հարցրեց Վահանը, խիստ հետաքրքրված ծերունու հաղորդած անակնկալ նորությունից:		ՊԱՅՔԱՐ 1898
- Դե, մեռնելն ինչպես կլինի, որդի.		ՊԱՅՔԱՐ 1898
մեռնում է, է՛լի:		ՊԱՅՔԱՐ 1898
Այս րոպեիս նրա մոտիցն եմ գալիս:		ՊԱՅՔԱՐ 1898
Ոչ ուշք կա գլխին, ոչ բան:		ՊԱՅՔԱՐ 1898
Հանգել գնացել է:		ՊԱՅՔԱՐ 1898
Հետը խոսեցի, չճանաչեց:		ՊԱՅՔԱՐ 1898
- Քա, ինչի՞, ի՞նչ է պատահել,- սկսեց հարցուփորձ անել Օսանը կանանց հատուկ ցավակցական հետաքրքրությամբ:		ՊԱՅՔԱՐ 1898
- Չեմ իմանում, Օսան ջան:		ՊԱՅՔԱՐ 1898
Ես էլ պատահմունքով իմացա:		ՊԱՅՔԱՐ 1898
Նա ինձ ե՞րբ էր բանի տեղ դնում, որ ժամանակին իմաց տար:		ՊԱՅՔԱՐ 1898
Որ իմաց տար, երևի մի բան կանեի, որ անտեր չմնար:		ՊԱՅՔԱՐ 1898
Թե չէ, հիմի ո՞վ է նրան մտիկ անողը:		ՊԱՅՔԱՐ 1898
Մի ծառա ունի, մեկ էլ հրեն էն թուրքն է գնացել կողքին նստել:		ՊԱՅՔԱՐ 1898
- Սոլիկենց Ստեփանի աղջիկը, աննամուսների աննամուսը:		ՊԱՅՔԱՐ 1898
Թուրք, թուրքից էլ վատթար…		ՊԱՅՔԱՐ 1898
Ասում եմ մեռնում է, տերտեր կանչենք, գա հաղորդի:		ՊԱՅՔԱՐ 1898
Տերտերս ո՞րն է, հաղորդս ո՞րն է, ասում է:		ՊԱՅՔԱՐ 1898
Բաս ասում եմ, հոգին:		ՊԱՅՔԱՐ 1898
Ուզում ես, որ մեղավոր հոգով գնա աստծու ահեղ դատաստանի առաջը կանգնի՞:		ՊԱՅՔԱՐ 1898
Ի՞նչ դատաստան, ի՞նչ հոգի, ասում է:		ՊԱՅՔԱՐ 1898
Հոգին մարմինն է, մարմինը մեռավ, ասում է, հոգին էլ մեռավ:		ՊԱՅՔԱՐ 1898
Բադամյանի ծանր հիվանդության լուրը մի առանձին տպավորություն չգործեց Սանթրոսյանի վրա:		ՊԱՅՔԱՐ 1898
Հետո նա դուրս գնաց այնտեղ և, սեղանի վրայից խոնարհվելով դեպի քույրը, շշնջաց.		ՊԱՅՔԱՐ 1898
- Աստվածդ սիրես, Մանե, ուշքդ հավաքիր:		ՊԱՅՔԱՐ 1898
Այդպես չի կարելի:		ՊԱՅՔԱՐ 1898
Երեսիդ գույն չկա:		ՊԱՅՔԱՐ 1898
Ծերունին երևի չափազանցնում է:		ՊԱՅՔԱՐ 1898
Այնպես արա, որ բան չնկատվի:		ՊԱՅՔԱՐ 1898
Վահանը իր ձեռքով մի բաժակ թեյ լցրեց, դուրս տարավ և դրեց Զաքարի առաջ:		ՊԱՅՔԱՐ 1898
- Այն թուրքի դատաստանը որ քեզ տան, պարոն Զաքար, ի՞նչ կանես,- հարցրեց նա, նստելով ծերունու մոտը:		ՊԱՅՔԱՐ 1898
- Ես ի՞նչ դատաստան անող եմ, որդի, աստծուն հայհոյողի դատաստանն աստված պետք է անի:		ՊԱՅՔԱՐ 1898
Եվ կանի, կտեսնես, որ կանի:		ՊԱՅՔԱՐ 1898
Օսանը վեր կացավ և դուրս գնաց հարսի մոտ:		ՊԱՅՔԱՐ 1898
- Քա, իմացա՞ր ինչ ասեց Զաքարը:		ՊԱՅՔԱՐ 1898
Մանեն գլխով դրական պատասխան տվեց, կարծես զրկված է խոսելու ընդունակությունից:		ՊԱՅՔԱՐ 1898
Օսանն այն աստիճան ազդված էր ծերունու հաղորդած անսպասելի նորությունից, որ չնկատեց հարսի տարօրինակ դրությունը:		ՊԱՅՔԱՐ 1898
Զաքարը չկարողացավ երկար մնալ Սանթրոսյանի մոտ.		ՊԱՅՔԱՐ 1898
մինչև անգամ ձեռք չտվեց թեյի բաժակին և վեր կացավ:		ՊԱՅՔԱՐ 1898
- Գնում եմ տերտեր տանեմ, չեմ թողնիլ, որ ջահել հոգին կորչի:		ՊԱՅՔԱՐ 1898
Եվ դուրս կանեմ այն թուրքին, դուրս կանեմ:		ՊԱՅՔԱՐ 1898
Ի՞նչ բան ունի, որ ներս է խցկվել:		ՊԱՅՔԱՐ 1898
Ճաշասենյակում նրան բռնեց Օսանը:		ՊԱՅՔԱՐ 1898
- Ո՞ւր ես գնում:		ՊԱՅՔԱՐ 1898
- Գնում եմ տերտեր տանեմ, այն թուրքին էլ դուրս անեմ:		ՊԱՅՔԱՐ 1898
- Սպասիր, ես էլ եմ գալիս:		ՊԱՅՔԱՐ 1898
