Sentence	Source
దానికి ఆ వృద్ధుడు చెప్పింది ఏమిటో తల్లి కొడుకులిద్దరికీ కొరుకుడు పడలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇరవయ్యేళ్ళ క్రితం ఇలాగే హోటలు నుంచి వాడిని తీసుకెళ్ళలేకపోయా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వాడు మళ్ళీ ఇంటికి రాలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అల్లాంటి పనే మళ్ళీ చేస్తానేమోననిపించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తండ్రి మాటలకి వ్యాఖ్యానంలాగ రమణి చెప్పుకుపోయింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ వయస్సులో అతడు అల్లాగే వుండేవాడంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంక ఆయన ఒక్క నిముషం ఆగలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఒక్క నిముషం ఆగి మళ్ళీ చెప్పింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మా అన్నయ్యని చూసిన గుర్తు కూడా లేదు నాకు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇద్దరూ ఆయన అని తెలియక చిరాకు పడ్డారట.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తెలిసి చేసింది కాదు, ఆ పని.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాని, దాని ఫలితం మనస్సుని కోతపెడుతూనే వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జానకికి ఆ ఘటనలు, ఆ చరిత్రలు ఏమీ తెలియవు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాని ఆ వృద్ధదంపతుల మనోభావాలు కర్ణాకర్ణిగా వింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ముసలాయన పంపిన మనుష్యులే భర్త మీద దౌర్జన్యం చేయడం తెలుసు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కనక వారి మనస్సు కోత గురించి ఆమెకు ఏమాత్రం సానుభూతి కలగలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాని, సూర్యకాంతమ్మ యెడ ఆమెకు సద్భావం కలగడం లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
చిన్నప్పుడు పెళ్ళికాకపూర్వం ఆమెను మద్రాసులో చూసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అప్పుడైనా ఆమె ఎల్లాగో వున్నట్లే అనిపించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మగని దివాన్‌గిరీ ఆమెకు మెడనరం పట్టించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ వుద్యోగం యిప్పుడు లేకపోయినా ఆ నరం సర్దుకొన్నట్లు లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ముసలాయన మనమడి భుజం పట్టుకొని కోడలివేపు తిరిగేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మనిల్లు వుండగా మీరిక్కడ వుండడం బాగులేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని సూర్యకాంతమ్మ మగని పిలుపును బలపరిచింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వారు వచ్చేరన్నప్పుడే విశ్రాంతి ఆశ వదులుకొంది, జానకి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మేమూ బయలుదేరే ఏర్పాటులోనే వున్నాం	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంటూ కొడుకును రాక్షాలు చూడమని పురమాయించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇక్కడ టాక్సీలు లేవులా వుంది	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీరు కూడా రాండి! మొఖం కడుక్కోరూ!	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీరు అల్లా నన్ను మన్నిస్తూంటే నాకు చచ్చినంత సిగ్గుగా వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కూలి కుర్రాడిని తీసుకొని పైకి రమ్మను.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీ సామానులు తెచ్చి కారులో.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జానకి అటువంటి ప్రశ్నా, సమస్యా రాగలదని ముందే సిద్ధపడింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అద్దె రెండు రోజులకి ముందే కట్టేశాను.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అమె తన ఆహ్వానం కోరుతూ హోటలులో తాత్కాలికంగా మకాం పెట్టలేదన్న మాట.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తమ యింట బసచేసే ఆలోచన ఆమెకు లేదని ముగ్గురూ గ్రహించేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని మాత్రం అనగలిగేడు కుమారస్వామి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అయితే ఆ మాటలోనే మనస్సులోని నొప్పి అర్థం అయింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జానకి రమణినీ, కొడుకునూ వెంటబెట్టుకొని తమ గదివేపు నడిచింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆమెవేపే చూస్తున్న సూర్యకాంతమ్మ నెమ్మదిగా అంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఏమిటా వేషం? ఏమి పోకిళ్ళు? ఏమిటా విరుగుబాటుతనం?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
భార్య మనస్సులోని ఈర్ష్యను కుమారస్వామి అర్థం చేసుకొన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆమెతో లేనిపోని గొప్పలకుపోయి కలహం పెంచుకోకు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఈ కుర్రాడేనా దగ్గరగా రానీ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తమ గదిలోకి వెళ్ళేక జానకి కబుర్లు ప్రారంభించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తాను వెడుతున్న యింట్లో పిల్లలు ఎవరుంటారో, ఎందరు వుంటారో తెలుసుకోవాలి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పిల్లలున్న చోటికి చేతులూపుకొంటూ వెళ్ళడం మర్యాద కాదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కొందరికిచ్చి మరికొందరిని వదలడం సబబూ కాదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంకో అన్నయ్య ద్వారకానగర్‌లో వుంటున్నారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అయితే జ్యోతి అని ఒక వదినగారు వుండాలి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీరు చిన్నన్నయ్య అన్నారే ఆయన భార్య.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వాళ్ళ అత్తవారిది ఈ వూరే.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రెండో ఆమె ఈండ్రపాలెంలో వుంటున్నారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
గదిలోకి అప్పుడే వస్తున్న రవీంద్ర తల్లి సంజ్ఞమీద వారి దగ్గరకు వచ్చేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
డబ్బు తీసుకెళ్ళి నాలుగైదు బిస్కట్ పేకెట్లు, స్వీట్స్ పట్టుకురా నానీ!	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంతకంటె పళ్ళు తేవడం బాగుంటుంది కాదమ్మా!	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పళ్ళయితే తాతగారు కూడా తినగలుగుతారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అతని సమాధానం విని రమణి నవ్వింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తండ్రి విషయంలో అతడు కనపరచిన ఆప్యాయతకు ఆమె ఎంతో సంతోషించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని రమణి తల్లిదండ్రులను సమాధానపరచింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జానకి వారి వెనకనే వచ్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
డ్రైవర్ని పంపుతే అతడే తెచ్చేవాడు కదా	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మరో పావుగంటలో ఇద్దరూ తిరిగి వచ్చేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కారు ఒక పెద్ద ఆవరణలో ప్రవేశించి ఒక మేడముందు నిలబడింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
దొడ్డి అంతా మెరకలు, పల్లాలు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కొంతమేర మన్ను, నానా చెత్త మొక్కలతో కీసర, బాసరగా వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రోడ్డునుంచి మేడ ముంగిలివరకూ దారి కాస్త తెరిపిగా వుందేగాని, శుభ్రంగా లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
దొడ్డిలాగే మేడ కూడా పెద్దదిగా కనిపిస్తూంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
దొడ్డిలాగే అదీ వెలవెలపోతూ వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
చటుక్కున చూస్తే ఏదో శిధిలమందిరం అనిపిస్తుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అందులో శైథిల్యం ఏమీ లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
గుమ్మంలో కారు ఆగిన చప్పుడు విని ఏడెనిమిదిమంది పిల్లలు పరుగెత్తి వచ్చారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంతా మండిగం దగ్గర అటూ ఇటూ సర్దుకున్నారేగాని రాలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రమణి వదినగారి వేపు చూస్తూ	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అక్కయ్యలు ఇద్దరూ వచ్చేరులా వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ముసలాయన కారు దిగి ఒక్కమారు వెనక్కి తిరిగి	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని ఆహ్వానించి తాను ముందుకు నడిచేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంట్లో నలుగురినీ పరిచయం చేసుకొని పైకిరా, రవీ!	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని తను మేడ ఎక్కేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని రమణి వాగ్దానం చేసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కుమారస్వామి మేడమీదకు వెళ్ళిపోయేక కుర్రవాళ్ళ పురోగమనం ప్రారంభమయింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
క్షణం క్రితం పిల్లలులాగా ఒదిగివున్న వాళ్ళంతా పెద్దపులులులాగా తయారయేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వాళ్ళను నిలబెట్టడానికీ, ఎవరెవరేమిటో చెప్పడానికి రమణి ప్రయత్నించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కొడుకు చేయిపట్టుకొని జానకి గుమ్మంలోకి వచ్చేసరికి ఎనిమిదేళ్ళ పిల్ల గబగబా ముందుకు వచ్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వెనకనే వున్న రమణి ముందుకువచ్చి ఆ పిల్లను దగ్గరకు తీసుకుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పెద్ద అత్తయ్యగారిని అలా అడగవచ్చునా?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఈమారు పక్కనేవున్న సూర్యకాంతమ్మ వో అడుగు ముందుకు వేసి వానిగడ్డం పుణికింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఏం కావాలా? నీ కోసమే, నిన్ను చూసిపోదామనే వచ్చేరురా	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంతలో తెలివి తెచ్చుకుని సర్దుకొంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తన భర్తను ఆ యింట్లో పెద్దకొడుకుగా కూడా మరచిపోయారని జానకి గ్రహించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంతలో డ్రైవరు పళ్ళబుట్ట తెచ్చి అక్కడ పెట్టడంతో పిల్లల దృష్టి అటు మళ్ళింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
లోపలి హాలులోకి వెళ్ళేసరికి నలుగురైదుగురు ఆడవాళ్లు కూర్చుని వున్నారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సూర్యకాంతమ్మ వారికి రవీంద్రను పరిచయం చేసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇతడు మా విశ్వపతి కొడుకు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జానకి ఆ పండు ముత్తయిదువుకు నమస్కారం తెలిపింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎవరన్నారో మొదట తెలియకపోయినా ఒకరివెనకనొకరు	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వారితోపాటు చాపమీద కూర్చుంటూ కొడుకుతో	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సూర్యకాంతమ్మ మొదట పరిచయం చేసింది అతడినే అయినా, కూర్చున్నవారిలో ఒకావిడ మళ్ళీ అడిగింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీ అబ్బాయా? ఇలా రా నాయనా?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రమణి ఆమె ఎవరో చెప్పింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మధ్యమధ్య నన్ను బయటపడెయ్యమన్నట్లు రమణివంక చూస్తున్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆమె తెల్లబోయి, నిస్సహాయంగా నిల్చుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అందరూ తలొకటీ, క్రమం లేకుండా అడుగుతున్న ప్రశ్నలు కొద్దిసేపటిలో ఒక క్రమంలో పడ్డాయి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కొడుక్కి పోచ పడిందా అమ్మా!	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ అవకాశం చూసుకొని రవీంద్ర వారి మధ్యనుంచి దాటుకొన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పెద్ద మేనత్త ధారాళంగా అనుమతించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఊహించి వుండని ప్రశ్న వలన కలిగిన సంభ్రమం నుంచి జానకి సర్దుకొంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని పెద్ద ముత్తయిదువ రామానుజమ్మ అనుతాపం చూపింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అనుకోని దారికి మళ్ళిన సంభాషణకు జానకి మరింత తత్తరపడింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తద్దినం, కర్తృత్వం వగైరా మాటలతో మనస్సులోని గాయం పచ్చి చేసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఈమారు రామానుజమ్మ సూర్యకాంతమ్మకు సలహా యిచ్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీరు పెద్దవాళ్ళిద్దరూ వో మంచి ఘడియ చూసి, వో జందెప్పోగు వేసెయ్యండి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
బ్రాహ్మడికి గర్భాష్టకంలో ఉపనయనం అయిపోవాలి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రోజులిలా వచ్చేయి గనకగాని, మా చిన్నప్పుడు ఇలా వుండేదా?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జానకికి బురదలో చిక్కుపడ్డట్టు అనిపించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఒడుగు చేయడం, సాంప్రదాయికాచారాలూ యెడ తనకు విశ్వాసం లేకపోవడమే కాదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాని ఆ వాదనలూ, ప్రతివాదనలూ ప్రవేశపెట్టేందుకు అది సమయమూ కాదు, సందర్భమూ కాదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అక్కడున్న జనం దానిని వినిపించుకోనూ లేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
హఠాత్తుగా రంగంలో భద్ర ప్రవేశించి, కొద్దిసేపు ఆమెనా చిక్కులోంచి బయటపడేసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మనస్సు కూడదీసుకొని తయారుకావడానికి ఆ వ్యవధి సరిపడింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎంతసేపయిందే జానకీ, వచ్చి? ఈ పొరుగునే మా వూరి అమ్మాయి వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వోమారు చూసివద్దామని అలా వెళ్ళా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అత్తగారూ, మామగారూ హోటలుకే వచ్చేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
విశ్రాంతి మాట తరువాత చూసుకోవచ్చని వారితో వచ్చా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సూర్యకాంతమ్మ తెగిపోయిన సంభాషణను తిరిగి అతుకుపెట్టింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రవీంద్రబాబుకి మమ్మల్ని ఇక్కడ వొడుగు చేసెయ్యమంటున్నారు రామానుజమ్మగారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
భద్ర కళ్ళలో కొంటెతనం కనబడింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అవును నీ కూతురుకు ఈడే కూడ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పనిలో పని ఆ ముడి కూడా వేయించెయ్యండి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కృష్ణవేణి సాంప్రదాయికాచారాలు పాటించే సనాతన కుటుంబంలో కోడలు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తన తమ్ముడు వితంతువును వివాహం చేసుకొన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ జంటకి పుట్టినవాడు రవీంద్ర.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అతనికి పిల్లనిస్తుందా? కాని, ఆమాట చెప్పవలసిన పనిలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వెంటనే తన కుటుంబం యొక్క శిష్టత్వాన్ని వర్ణించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఈనాడు కూడా మావారు మూడుప్రొద్దులా సంధ్య వార్చందే విస్తరి దగ్గర కూర్చోరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
భద్ర అంత ఒడుపుగానూ అనేసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
